"code_ogr_savoir","libelle_savoir","categorie_savoir","sous_categorie_savoir","transition_eco","transition_num"
"478824","Utilisation de moulins à café","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478825","Techniques de décoration de boissons","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478827","Utilisation d'équipements de mesure radiologique","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478828","Gestion de projets de construction nucléaire","Domaines d'expertise","Expertises techniques","N","N"
"478829","Surveillance de la conformité des travaux","Normes et procédés","Méthodes, procédés, procédures","N","N"
"478830","Analyse de risques nucléaires","Domaines d'expertise","Expertises techniques","N","N"
"478831","Planification de chantiers nucléaires","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","O"
"478833","Connaissance des matériaux résistants aux radiations","Produits, outils et matières","Matières, matériaux","N","O"
"478834","Procédures d'urgence en cas d'incident nucléaire","Normes et procédés","Méthodes, procédés, procédures","N","N"
"478835","Techniques de démantèlement nucléaire","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","O","N"
"478836","Connaissance des régulations internationales","Normes et procédés","Règlementations, normes","N","N"
"478837","Assurance qualité des installations nucléaires","Normes et procédés","Méthodes, procédés, procédures","N","N"
"478838","Connaissance des procédés de filature moderne","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478839","Utilisation de machines à filer automatisées","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478840","Maintenance préventive des machines de filature","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478842","Contrôle qualité des fils produits","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478844","Gestion du stress en environnement de production","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478847","Suivi des évolutions technologiques du secteur","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478848","Connaissance des solutions IT","Domaines d'expertise","Logiciels, progiciels","N","O"
"478849","Compréhension des besoins clients","Domaines d'expertise","Expertises techniques","N","O"
"478850","Capacité à présenter des produits techniques","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","O"
"478851","Aptitude à la négociation commerciale","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478852","Connaissance des logiciels CRM","Produits, outils et matières","Produits finis, services","N","O"
"478854","Planification stratégique des ventes","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","O"
"478855","Connaissance des tendances du marché IT","Domaines d'expertise","Langages informatiques","N","O"
"478856","Formation continue en technologies émergentes","Domaines d'expertise","Langages informatiques","N","O"
"478857","Utilisation d'outils d'analyse de marché","Produits, outils et matières","Produits finis, services","N","O"
"478858","Techniques de persuasion en vente","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478863","Respect des délais en cuisine","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478871","Techniques de chant","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478873","Lecture de partitions musicales","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478874","Utilisation de logiciels de montage audio","Produits, outils et matières","Instruments de musique","N","O"
"478875","Techniques de maquillage artistique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478876","Techniques de mime","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478877","Techniques de cirque","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478878","Utilisation de matériel de scène","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478879","Préparation physique pour artistes","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478881","Connaissance des matériaux traditionnels","Produits, outils et matières","Matières, matériaux","N","N"
"478882","Utilisation d'outils de précision manuels","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"478883","Principes de la vente directe","Normes et procédés","Méthodes, procédés, procédures","N","N"
"478884","Techniques de narration et de présentation","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478885","Connaissance des normes de sécurité pour les démonstrations publiques","Normes et procédés","Règlementations, normes","O","N"
"478886","Techniques de marketing pour artisans","Domaines d'expertise","Expertises techniques","N","O"
"478887","Utilisation de technologies numériques pour la promotion","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","O","O"
"478888","Principes de l'éco-conception dans l'artisanat","Domaines d'expertise","Expertises techniques","O","N"
"478890","Connaissance des tendances du marché artisanal","Domaines d'expertise","Arts et culture","N","N"
"478891","Techniques de conservation des matériaux","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478892","Utilisation de logiciels de gestion de vente","Techniques professionnelles","Autres techniques professionnelles","N","O"
"478893","Techniques de photographie pour la documentation de produits","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","O"
"478894","Connaissance des droits d'auteur pour créations artisanales","Domaines d'expertise","Arts et culture","O","N"
"478895","Techniques de pricing pour produits uniques","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478896","Utilisation de réseaux sociaux pour la promotion artisanale","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","O"
"478897","Réparation de systèmes de transmission","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478898","Maintenance préventive d'engins","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478900","Utilisation de logiciels de diagnostic","Produits, outils et matières","Outils, machines, équipement matériel","N","O"
"478901","Techniques de diagnostic électrique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","O"
"478902","Normes environnementales en mécanique","Normes et procédés","Règlementations, normes","O","N"
"478903","Procédures de qualité en mécanique","Normes et procédés","Méthodes, procédés, procédures","O","N"
"478904","Techniques de mesure mécanique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"478906","Formation continue en mécanique","Domaines d'expertise","Expertises techniques","N","N"
"478907","Connaissance des itinéraires urbains","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478908","Gestion du stress en situation de trafic dense","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478909","Communication efficace avec les passagers","Techniques professionnelles","Autres techniques professionnelles","N","N"
"478910","Respect des horaires de service stricts","Techniques professionnelles","Autres techniques professionnelles","N","N"
