"code_centre_interet","libelle_centre_interet","code_ogr_rome","code_rome","libelle_rome","principal"
"13","J'aime l'activité physique","488757","L1206","Cavalier / Cavalière de spectacle","non"
"13","J'aime l'activité physique","488789","L1207","Cascadeur / Cascadeuse","non"
"13","J'aime l'activité physique","509645","L1209","Performeur / Performeuse de cabaret","non"
"13","J'aime l'activité physique","510402","L1211","Chorégraphe","non"
"13","J'aime l'activité physique","446","L1401","Sportif professionnel / Sportive professionnelle","oui"
"13","J'aime l'activité physique","488306","L1402","Arbitre professionnel / Professionnelle de discipline sportive","non"
"13","J'aime l'activité physique","509395","L1403","Cavalier / Cavalière d'entraînement","oui"
"13","J'aime l'activité physique","476","M1603","Facteur / Factrice","non"
"13","J'aime l'activité physique","489012","M1615","Distributeur / Distributrice de prospectus et imprimés","non"
"13","J'aime l'activité physique","509416","M1618","Agent / Agente de liaison courrier","non"
"13","J'aime l'activité physique","509799","M1619","Approvisionneur / Approvisionneuse points de distribution","non"
"13","J'aime l'activité physique","500","N1101","Cariste","non"
"13","J'aime l'activité physique","501","N1102","Déménageur / Déménageuse","non"
"13","J'aime l'activité physique","502","N1103","Préparateur / Préparatrice de commandes","non"
"13","J'aime l'activité physique","504","N1105","Manutentionnaire","oui"
"13","J'aime l'activité physique","488333","N1106","Agent / Agente de quai manutentionnaire","non"
"13","J'aime l'activité physique","488599","N1107","Chef / Cheffe d'équipe en déménagement","oui"
"13","J'aime l'activité physique","488771","N1110","Magasinier / Magasinière","oui"
"13","J'aime l'activité physique","488924","N1112","Chef cariste / Cheffe cariste","non"
"13","J'aime l'activité physique","489164","N1115","Opérateur / Opératrice logistique en entrepôt","oui"
"13","J'aime l'activité physique","489168","N1116","Agent / Agente de quai de messagerie","oui"
"13","J'aime l'activité physique","522","N3203","Ouvrier / Ouvrière de manutention portuaire","non"
"14","J'aime le travail manuel","6","A1101","Conducteur / Conductrice d'engins agricoles","non"
"14","J'aime le travail manuel","403950","A1102","Conducteur / Conductrice d'engins d'exploitation forestière","non"
"14","J'aime le travail manuel","7","A1201","Bûcheron / Bûcheronne","non"
"14","J'aime le travail manuel","8","A1202","Agent / Agente d'entretien des espaces naturels","non"
"14","J'aime le travail manuel","9","A1203","Agent / Agente d'entretien des espaces verts","non"
"14","J'aime le travail manuel","10","A1204","Garde de parc naturel","non"
"14","J'aime le travail manuel","11","A1205","Sylviculteur / Sylvicultrice","non"
"14","J'aime le travail manuel","488734","A1208","Jardinier / Jardinière paysagiste","non"
"14","J'aime le travail manuel","488859","A1210","Ouvrier forestier / Ouvrière forestière","non"
"14","J'aime le travail manuel","510256","A1214","Patrouilleur modeleur / Patrouilleuse modeleuse VTT","non"
"14","J'aime le travail manuel","15","A1401","Cueilleur / Cueilleuse de fruits","non"
"14","J'aime le travail manuel","16","A1402","Aide agricole en production végétale","non"
"14","J'aime le travail manuel","17","A1403","Aide d'élevage agricole","non"
"14","J'aime le travail manuel","19","A1405","Arboriculteur / Arboricultrice","non"
"14","J'aime le travail manuel","23","A1409","Aviculteur / Avicultrice","non"
"14","J'aime le travail manuel","24","A1410","Eleveur / Eleveuse d'ovins","non"
"14","J'aime le travail manuel","25","A1411","Eleveur / Eleveuse de porcins","non"
"14","J'aime le travail manuel","26","A1412","Fromager-affineur / Fromagère-affineuse","non"
"14","J'aime le travail manuel","27","A1413","Brasseur / Brasseuse de bière","non"
"14","J'aime le travail manuel","28","A1414","Horticulteur / Horticultrice","non"
"14","J'aime le travail manuel","29","A1415","Marin-pêcheur","non"
"14","J'aime le travail manuel","30","A1416","Exploitant / Exploitante agricole","non"
"14","J'aime le travail manuel","403953","A1418","Viticulteur / Viticultrice","non"
"14","J'aime le travail manuel","403955","A1419","Ouvrier agricole polyvalent / Ouvrière agricole polyvalente","non"
"14","J'aime le travail manuel","403957","A1421","Palefrenier soigneur / Palefrenière soigneuse","non"
"14","J'aime le travail manuel","488334","A1422","Caviste de chai","non"
"14","J'aime le travail manuel","488709","A1424","Pisciculteur / Piscicultrice","non"
"14","J'aime le travail manuel","488728","A1425","Ramendeur / Ramendeuse","oui"
"14","J'aime le travail manuel","488914","A1429","Apiculteur / Apicultrice","non"
"14","J'aime le travail manuel","489025","A1430","Ouvrier / Ouvrière aquacole","non"
"14","J'aime le travail manuel","509364","A1432","Osiériculteur / Osiéricultrice","non"
"14","J'aime le travail manuel","509394","A1433","Maraîcher / Maraîchère","non"
"14","J'aime le travail manuel","510303","A1434","Tabaculteur / Tabacultrice","non"
"14","J'aime le travail manuel","509516","A1437","Champignonniste","non"
"14","J'aime le travail manuel","509530","A1438","Pêcheur / Pêcheuse à pied","non"
"14","J'aime le travail manuel","509694","A1440","Cultivateur urbain / Cultivatrice urbaine","non"
"14","J'aime le travail manuel","509768","A1441","Pépiniériste","non"
"14","J'aime le travail manuel","509917","A1443","Cidrier / Cidrière","oui"
"14","J'aime le travail manuel","510021","A1444","Aide agricole en production fruitière","non"
"14","J'aime le travail manuel","510192","A1446","Maître / Maîtresse de chai","non"
"14","J'aime le travail manuel","510265","A1447","Herboriste","non"
"14","J'aime le travail manuel","33","A1502","Maréchal-ferrant / Maréchale-ferrante","non"
"14","J'aime le travail manuel","34","A1503","Toiletteur / Toiletteuse d'animaux","non"
"14","J'aime le travail manuel","489019","A1507","Ostéopathe animalier / Ostéopathe animalière","non"
"14","J'aime le travail manuel","36","B1101","Artiste Plasticien / Plasticienne","non"
"14","J'aime le travail manuel","488793","B1102","Mosaïste d'art","non"
"14","J'aime le travail manuel","489159","B1103","Sculpteur / Sculptrice ornemaniste sur pierre","oui"
"14","J'aime le travail manuel","37","B1201","Céramiste","non"
"14","J'aime le travail manuel","38","B1301","Etalagiste","oui"
"14","J'aime le travail manuel","40","B1303","Graveur / Graveuse d'art","non"
"14","J'aime le travail manuel","488724","B1304","Artisan démonstrateur / Artisane démonstratrice","oui"
"14","J'aime le travail manuel","41","B1401","Vannier / Vannière","oui"
"14","J'aime le travail manuel","42","B1402","Relieur / Relieuse d'art","oui"
"14","J'aime le travail manuel","510020","B1404","Canneur rempailleur / Canneuse rempailleuse","oui"
"14","J'aime le travail manuel","43","B1501","Facteur / Factrice d’instruments à clavier","oui"
"14","J'aime le travail manuel","509353","B1502","Facteur / Factrice d'instruments de musique anciens","oui"
"14","J'aime le travail manuel","509888","B1503","Facteur / Factrice d'instruments à vent","oui"
"14","J'aime le travail manuel","509773","B1504","Facteur / Factrice de percussions","oui"
"14","J'aime le travail manuel","509801","B1505","Luthier / Luthière","oui"
"14","J'aime le travail manuel","46","B1603","Opérateur / Opératrice en bijouterie","non"
"14","J'aime le travail manuel","47","B1604","Horloger / Horlogère","oui"
"14","J'aime le travail manuel","404972","B1608","Orfèvre planeur / Orfèvre planeuse","non"
"14","J'aime le travail manuel","404977","B1610","Sertisseur / Sertisseuse en bijouterie ou joaillerie","non"
"14","J'aime le travail manuel","404978","B1611","Trieur / Trieuse de pierres et perles","non"
"14","J'aime le travail manuel","490200","B1615","Orfèvre tourneur repousseur / Orfèvre tourneuse repousseuse","oui"
"14","J'aime le travail manuel","509929","B1616","Opérateur / Opératrice en horlogerie","oui"
"14","J'aime le travail manuel","48","B1701","Taxidermiste","oui"
"14","J'aime le travail manuel","509566","B1702","Technicien / Technicienne en ostéologie-moulage","non"
"14","J'aime le travail manuel","49","B1801","Modiste","oui"
"14","J'aime le travail manuel","50","B1802","Maroquinier / Maroquinière","oui"
"14","J'aime le travail manuel","51","B1803","Couturier / Couturière","oui"
"14","J'aime le travail manuel","53","B1805","Styliste","non"
"14","J'aime le travail manuel","510274","B1809","Sellier / Sellière","oui"
"14","J'aime le travail manuel","509777","B1810","Fourreur / Fourreuse","oui"
"14","J'aime le travail manuel","509904","B1811","Sellier-garnisseur / Sellière-garnisseuse","oui"
"14","J'aime le travail manuel","510068","B1813","Tailleur / Tailleuse","oui"
"14","J'aime le travail manuel","80","D1101","Boucher / Bouchère","non"
"14","J'aime le travail manuel","81","D1102","Boulanger / Boulangère","non"
"14","J'aime le travail manuel","82","D1103","Charcutier-traiteur / Charcutière-traiteuse","non"
"14","J'aime le travail manuel","83","D1104","Pâtissier / Pâtissière","non"
"14","J'aime le travail manuel","84","D1105","Poissonnier / Poissonnière","non"
"14","J'aime le travail manuel","488597","D1108","Chef boulanger / Cheffe boulangère","non"
"14","J'aime le travail manuel","489178","D1109","Chef boucher / Cheffe bouchère","non"
"14","J'aime le travail manuel","509393","D1111","Chef / Cheffe de laboratoire en charcuterie","non"
"14","J'aime le travail manuel","509520","D1112","Chef charcutier-traiteur / Cheffe charcutière-traiteuse","non"
"14","J'aime le travail manuel","510138","D1115","Chocolatier / Chocolatière","non"
"14","J'aime le travail manuel","510011","D1117","Chef pâtissier / Cheffe pâtissière","non"
"14","J'aime le travail manuel","510047","D1118","Glacier / Glacière","non"
"14","J'aime le travail manuel","88","D1202","Coiffeur / Coiffeuse","oui"
"14","J'aime le travail manuel","91","D1205","Employé / Employée de pressing","non"
"14","J'aime le travail manuel","92","D1206","Cordonnier / Cordonnière","oui"
"14","J'aime le travail manuel","93","D1207","Retoucheur / Retoucheuse en habillement","non"
"14","J'aime le travail manuel","94","D1208","Esthéticien / Esthéticienne","non"
"14","J'aime le travail manuel","95","D1209","Fleuriste","non"
"14","J'aime le travail manuel","488614","D1215","Posticheur / Posticheuse","oui"
"14","J'aime le travail manuel","488617","D1216","Coiffeur barbier / Coiffeuse barbière","oui"
"14","J'aime le travail manuel","488784","D1217","Socio-coiffeur / Socio-coiffeuse","oui"
"14","J'aime le travail manuel","488919","D1218","Formateur coiffeur / Formatrice coiffeuse","non"
"14","J'aime le travail manuel","489010","D1219","Vendeur / Vendeuse conseil en jardinerie","non"
"14","J'aime le travail manuel","489036","D1220","Gérant / Gérante salon de coiffure","oui"
"14","J'aime le travail manuel","509547","D1226","Nettoyeur / Nettoyeuse en cuir et peausserie","oui"
"14","J'aime le travail manuel","509567","D1229","Responsable de pressing","non"
"14","J'aime le travail manuel","509793","D1236","Repasseur / Repasseuse","non"
"14","J'aime le travail manuel","510077","D1240","Prothésiste ongulaire","non"
"14","J'aime le travail manuel","510203","D1242","Linger / Lingère","oui"
"14","J'aime le travail manuel","114","D1505","Hôte / Hôtesse de caisse","non"
"14","J'aime le travail manuel","116","D1507","Employé / Employée de rayon libre-service","oui"
"14","J'aime le travail manuel","138","E1307","Reprographe","non"
