"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"H1401","3","definition","1","Organise et supervise l''ordonnancement, la planification et la gestion de production, dans un objectif d''optimisation et de coordination de flux de produits et d''information, selon les besoins et les impératifs de coûts, délais et qualité."
"H1401","3","definition","2","Peut diriger une équipe ou un service et en gérer le budget."
"H1401","4","acces_metier","1","Ce métier est accessible avec un Master (Master Professionnel, Diplôme d''ingénieur, ...) en gestion de production, gestion de flux, logistique ou dans le secteur d''activité de l''entreprise."
"H1401","4","acces_metier","2","Il est également accessible à partir d''un diplôme de niveau Bac+2 (BTS, DUT) dans les mêmes secteurs, complété par une expérience professionnelle."
"H1401","4","acces_metier","3","La maîtrise d''un ou plusieurs logiciels de Production Assistée par Ordinateur -GPAO- et autres progiciels de gestion de données de production et de flux est requise."
"H1401","4","acces_metier","4","La pratique de l''anglais peut être demandée."
"H1402","3","definition","1","Conçoit, optimise et organise l''ensemble des solutions techniques (faisabilité, capacité, fiabilité, rentabilité) et des méthodes de production/fabrication de biens ou de produits, selon les impératifs de productivité et de qualité. Peut participer à la conception de nouveaux produits ou de leur industrialisation."
"H1402","3","definition","2","Peut encadrer une équipe ou un service et en gérer le budget."
"H1402","4","acces_metier","1","Ce métier est accessible avec un Master (Master Professionnel, Diplôme d''ingénieur, ...) dans le secteur technique (mécanique, électronique, automatismes, ...)."
"H1402","4","acces_metier","2","Il est également accessible à partir d''un diplôme de niveau Bac+2 (BTS, DUT) dans les mêmes secteurs, complété par une expérience professionnelle en production industrielle ou en bureaux d''études."
"H1402","4","acces_metier","3","La maîtrise d''un ou plusieurs logiciels en Conception de Fabrication Assistée par Ordinateur -CFAO-, Conception et Dessin Assistés par Ordinateur -CAO/DAO-, Gestion de Production Assistée par Ordinateur -GPAO- ou autres progiciels de gestion de données de production peut être requise."
"H1402","4","acces_metier","4","La pratique de l''anglais peut être demandée."
"H1403","3","definition","1","Planifie et gère les flux d''approvisionnement et les délais de fabrication (matières premières, produits, informations, ...) amont et aval à la production, en fonction des commandes et des impératifs de l''entreprise."
"H1403","3","definition","2","Peut coordonner une équipe (approvisionnement, stock, manutention, ...)."
"H1403","3","definition","3","Peut coordonner les flux d''information interne et externe."
"H1403","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel, ...) à Bac+2 (BTS, DUT) en gestion de production, logistique, gestion de flux ou dans le secteur de l''entreprise."
"H1403","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans le secteur de l''entreprise ou de la logistique sans diplôme particulier."
"H1403","4","acces_metier","3","La maîtrise d''un ou plusieurs logiciels de Production Assistée par Ordinateur -GPAO- et autres progiciels de gestion de production et de flux est requise."
"H1404","3","definition","1","Etudie et optimise des solutions techniques de production/fabrication de biens ou de prestations techniques, à partir de dossiers de définition fonctionnels."
"H1404","3","definition","2","Les formalise sous forme de documents techniques selon les normes réglementaires et les impératifs de qualité, coût, délais."
"H1404","3","definition","3","Détermine, et fait évoluer des opérations techniques, des pratiques et des procédés de réalisation (process et produits)."
"H1404","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, DUT, ...) dans un secteur technique (mécanique, ...) ou en production industrielle."
"H1404","4","acces_metier","2","Il est également accessible avec un Bac professionnel dans les mêmes secteurs complété par une expérience professionnelle."
"H1404","4","acces_metier","3","La maîtrise d''un ou plusieurs logiciels (Conception de Fabrication Assistée par Ordinateur -CFAO-, Conception et Dessin Assistés par Ordinateur -CAO/DAO-, Gestion de Production Assistée par Ordinateur -GPAO-, gestion de données, ...) est requise."
"H1405","3","definition","1","Le/ La Responsable supply chain en industrie optimise la chaîne d''approvisionnement, de l''acquisition des matières premières à la livraison des produits finis."
"H1405","3","definition","2","Planifie et coordonne les opérations de production et de distribution en fonction des besoins des clients"
"H1405","3","definition","3","Optimise les coûts et les délais de production en gérant les ressources matérielles et humaines"
"H1405","3","definition","4","Assure la gestion des stocks et supervise les inventaires pour éviter toute rupture ou surstock"
"H1405","3","definition","5","Collabore étroitement avec les différents départements (achat, production, vente) pour garantir l''efficacité de la chaîne logistique"
"H1405","3","definition","6","Analyse les performances de la supply chain et propose des améliorations pour augmenter la productivité"
"H1405","3","definition","7","Veille au respect des normes de qualité, de sécurité et d''environnement dans toutes les étapes de la supply chain"
"H1405","4","acces_metier","1","Cet emploi est accessible avec un Diplôme en logistique, gestion de la supply chain ou génie industriel ou un Master en supply chain management, logistique ou gestion industrielle."
"H1406","3","definition","1","L''Ingénieur(e) supply chain en industrie optimise les processus de la chaîne d''approvisionnement pour améliorer la production et réduire les coûts."
"H1406","3","definition","2","Conçoit et met en œuvre des stratégies d''optimisation des chaînes d''approvisionnement"
"H1406","3","definition","3","Analyse et améliore les processus logistiques pour réduire les coûts et augmenter l''efficacité"
"H1406","3","definition","4","Collabore avec différents départements pour intégrer les solutions logistiques"
"H1406","3","definition","5","Utilise des logiciels spécialisés pour la planification et la gestion des stocks"
"H1406","3","definition","6","Assure la conformité des opérations avec les réglementations en vigueur"
"H1406","3","definition","7","Peut diriger des projets d''amélioration continue et de transformation digitale de la supply chain"
"H1406","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''Ingénieur en logistique, supply chain, ou génie Industriel, ou un Master en supply chain management, logistique, ou gestion Industrielle."
"H1501","3","definition","1","Le Responsable de laboratoire d''analyse industrielle supervise les activités du laboratoire pour assurer la qualité des analyses et la conformité des produits industriels."
